iter	Logloss
988	0.3701574823
989	0.3700614313
990	0.3700410297
991	0.369937938
992	0.3698959778
993	0.3698488704
994	0.3696127208
995	0.3694865026
996	0.3694127699
997	0.3691771033
998	0.3691518548
999	0.368994765
1000	0.3689036752
1001	0.3688461573
1002	0.3686394521
1003	0.3685863458
1004	0.3684596858
1005	0.3683193483
1006	0.368124037
1007	0.3680636423
1008	0.3678725966
1009	0.3678080531
1010	0.367615815
1011	0.3674398753
1012	0.3673817496
1013	0.3673331558
1014	0.3672725893
1015	0.3671886897
1016	0.3669236475
1017	0.3668615552
1018	0.3667509147
1019	0.3666244073
1020	0.366551198
1021	0.3663108454
1022	0.3662749595
1023	0.3661086741
1024	0.3660439493
1025	0.3660213539
1026	0.3659012855
1027	0.3657849971
1028	0.3657811701
1029	0.3656803996
1030	0.3654701081
1031	0.3654566884
1032	0.3652833611
1033	0.3651851176
1034	0.3650796605
1035	0.3648619646
1036	0.3648027085
1037	0.3647137203
1038	0.3646102932
1039	0.3645448518
1040	0.36454309
1041	0.3645299423
1042	0.3644952216
1043	0.3643948032
1044	0.3643405536
1045	0.3642030286
1046	0.3641109146
1047	0.3640728028
1048	0.3638414477
1049	0.3635985027
1050	0.3633954235
1051	0.3633841727
1052	0.3633324083
1053	0.3632821183
1054	0.3632547212
1055	0.3630948664
1056	0.3629680215
1057	0.3629179958
1058	0.3628698844
1059	0.3627177438
1060	0.3626236971
1061	0.362548812
1062	0.3623275078
1063	0.3621653582
1064	0.3620282223
1065	0.3619686499
1066	0.3618245488
1067	0.3617527063
1068	0.3615685284
1069	0.3615319714
1070	0.3613461796
1071	0.3612130177
1072	0.3611779955
1073	0.3611467629
1074	0.3609844654
1075	0.3609048215
1076	0.3608113402
1077	0.3607967818
1078	0.3606845756
1079	0.3605288168
1080	0.3604701504
1081	0.3603893138
1082	0.3601664816
1083	0.3599229064
1084	0.3597767417
1085	0.3596818666
1086	0.3594950086
1087	0.3593496419
1088	0.3592094602
1089	0.3591071388
1090	0.3590880498
1091	0.3589291759
1092	0.3587668531
1093	0.3587635152
1094	0.3587367552
1095	0.3586799267
1096	0.3585894271
1097	0.3583705718
1098	0.3582815008
1099	0.3582139857
1100	0.3581366156
1101	0.358122867
1102	0.3580789796
1103	0.3579453438
1104	0.3579156245
1105	0.3577409309
1106	0.35763482
1107	0.3575944313
1108	0.3574436915
1109	0.3574312104
1110	0.3573804972
1111	0.357299958
1112	0.3572322803
1113	0.3571926336
1114	0.3571147924
1115	0.3569537673
1116	0.3567105282
1117	0.3565269682
1118	0.3563913674
1119	0.3563242049
1120	0.3562018996
1121	0.3559940759
1122	0.3558185995
1123	0.355756083
1124	0.3556699029
1125	0.3555040123
1126	0.3554637991
1127	0.3554109019
1128	0.355407703
1129	0.3552397089
1130	0.3550310615
1131	0.3550279606
1132	0.354852776
1133	0.3546232112
1134	0.3544030662
1135	0.3543028742
1136	0.3542641743
1137	0.3540921346
1138	0.3539428399
1139	0.3538395219
1140	0.3538364731
1141	0.3537087399
1142	0.3535980518
1143	0.3534431814
1144	0.3533944767
1145	0.3532156115
1146	0.3531349672
1147	0.3530797605
1148	0.3528787841
1149	0.3527437271
1150	0.3525703943
1151	0.3524042058
1152	0.3523217259
1153	0.3521787258
1154	0.3520648857
1155	0.351893203
1156	0.3518549839
1157	0.3517038394
1158	0.3516813463
1159	0.3516606704
1160	0.3515254746
1161	0.3513740889
1162	0.3512718965
1163	0.3512684329
1164	0.3510773552
1165	0.3508406674
1166	0.3508023066
1167	0.350652428
1168	0.3504060859
1169	0.3502937236
1170	0.3502386771
1171	0.3501476205
1172	0.3499739852
1173	0.349960312
1174	0.349823016
1175	0.3498013068
1176	0.3497384013
1177	0.3495807445
1178	0.3495389503
1179	0.3493969481
1180	0.3492516615
1181	0.3492039082
1182	0.3490330961
1183	0.3489178664
1184	0.3488484927
1185	0.3487494441
1186	0.3486667661
1187	0.3484616588
1188	0.3483603232
1189	0.3483175084
1190	0.3483020051
1191	0.3482924419
1192	0.3482894953
1193	0.3481698159
1194	0.3481547684
1195	0.3481028286
1196	0.3480709441
1197	0.3479300856
1198	0.3477740812
1199	0.3477582739
